"player","name","week","position","team","opponent","fantasy_points","fantasy_points_rank","pass_attempts","completions","passing_yards","air_yards_pass","passing_touchdowns","interceptions","carries","rushing_yards","rushing_touchdowns","targets","target_share","receptions","receiving_yards","air_yards","receiving_touchdowns","total_touches","total_yards","snaps","snap_share","pass_snaps","run_snaps","red_zone_snaps","play_action_snaps","snaps_in_motion","shotgun_snaps","backfield_snaps","slot_snaps","inline_snaps","snaps_out_wide","routes_run","primary_corner","hog_rate","contested_targets","contested_catches","catchable_targets","drops","deep_ball_attempts","deep_ball_completions","throws_under_duress","qb_seconds_to_throw","oline_hurries","batted_throws","money_throws","danger_plays","qb_throw_aways","sacks_taken","interceptable_passes","catchable_passes","yards_created","yards_created_rushing","yards_created_receiving","yards_blocked","evaded_tackles","defenders_in_box","defenders_in_box_pass_snaps","defenders_in_box_run_snaps","defenders_in_box_red_zone_snaps","passing_first_downs","rushing_first_downs","receiving_first_downs","red_zone_passes","red_zone_completions","red_zone_carries","red_zone_targets","goal_line_passes","goal_line_carries","goal_line_targets","end_zone_targets","first_down_targets","second_down_targets","third_down_targets","fourth_down_targets","first_down_receiving_yards","second_down_receiving_yards","third_down_receiving_yards","fourth_down_receiving_yards","first_down_throws","second_down_throws","third_down_throws","fourth_down_throws","first_down_passing_yards","second_down_passing_yards","third_down_passing_yards","fourth_down_passing_yards","first_down_carries","second_down_carries","third_down_carries","fourth_down_carries","first_down_rushing_yards","second_down_rushing_yards","third_down_rushing_yards","fourth_down_rushing_yards","carries_left","carries_middle","carries_right","carries_inside","carries_outside","targets_left","targets_middle","targets_right"
"00-0038558","Darnell Washington",1,"TE","PIT","NYJ",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45.4545,14,11,6,7,2,11,1,0,24,,6,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.8,6.71,6.91,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033858","Jonnu Smith",1,"TE","PIT","NYJ",12.5,10,0,0,0,0,0,0,0,0,0,6,20.6897,5,15,-6,1,6,15,36,65.4545,23,11,2,6,5,27,,11,22,3,18,"MC-8887",16.6667,0,0,5,,0,0,,,,,,,,,,,6,,6,6,1,6.12,5.91,6.55,7,,,1,,,,1,,,1,,1,3,2,,6,1,8,,,,,,,,,,,,,,,,,,,,,,,1,1,4
"00-0036894","Pat Freiermuth",1,"TE","PIT","NYJ",5.8,26,0,0,0,0,0,0,0,0,0,3,10.3448,3,28,20,0,3,28,28,50.9091,18,8,2,3,4,24,1,13,13,1,15,"AC-1663",10.7143,1,1,3,,0,0,,,,,,,,,,,2,,2,26,0,5.92,5.72,6.38,7,,,1,,,,,,,,,1,1,1,,10,7,11,,,,,,,,,,,,,,,,,,,,,,,2,1,
"00-0039793","AJ Barner",1,"TE","SEA","SF",1.2,57,0,0,0,0,0,0,1,2,0,2,9.0909,1,0,3,0,3,2,43,82.6923,19,22,9,2,4,25,1,7,33,1,19,"US-2501",4.6512,1,1,1,,0,0,,,,,,,,,,,1,1,0,1,0,6.08,6.11,6.05,6.17,,1,,,,1,,,,,,,1,1,,,0,0,,,,,,,,,,,,1,,,,2,,,1,,1,,,,2
"00-0040739","Elijah Arroyo",1,"TE","SEA","SF",1.7,47,0,0,0,0,0,0,0,0,0,1,4.5455,1,7,5,0,1,7,16,30.7692,9,7,3,,1,10,,2,12,2,9,"DL-8383",6.25,0,0,1,,0,0,,,,,,,,,,,1,,1,6,0,6.19,6.11,6.29,6.33,,,,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0033576","Eric Saubert",1,"TE","SEA","SF",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17.3077,0,9,1,1,2,1,,0,9,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.33,,6.33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033288","George Kittle",1,"TE","SF","SEA",12.5,10,0,0,0,0,0,0,0,0,0,4,12.5,4,25,22,1,4,25,21,28.3784,11,9,3,5,5,12,1,1,18,1,12,"JJ-0036",19.0476,1,1,4,,0,0,,,,,,,,,,,2,,2,18,0,6.35,6.18,6.56,6.33,,,2,,,,1,,,1,,,2,2,,,12,13,,,,,,,,,,,,,,,,,,,,,,,1,1,2
"00-0037112","Jake Tonges",1,"TE","SF","SEA",10.5,16,0,0,0,0,0,0,0,0,0,3,9.375,3,15,9,1,3,15,30,40.5405,16,12,8,1,4,20,,6,24,,16,"EJ-1133",10,1,1,3,,0,0,,,,,,,,,,,0,,0,11,0,6.25,6.5,5.92,6.38,,,2,,,,2,,,1,1,1,1,1,,2,9,4,,,,,,,,,,,,,,,,,,,,,,,1,,2
"00-0036887","Luke Farrell",1,"TE","SF","SEA",1.4,53,0,0,0,0,0,0,0,0,0,1,3.125,1,4,4,0,1,4,40,54.0541,15,23,9,5,9,13,3,4,32,1,11,"JL-2875",2.5,1,1,1,,0,0,,,,,,,,,,,0,,0,4,0,6.39,6.67,6.22,6.67,,,1,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0038129","Cade Otton",1,"TE","TB","ATL",0,61,0,0,0,0,0,0,0,0,0,3,10,0,0,30,0,3,0,49,85.9649,30,18,2,6,4,36,1,14,26,8,29,"AT-0282",6.1224,0,,0,,1,0,,,,,,,,,,,,,,,0,6.23,5.93,6.72,6.5,,,,,,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,2
"00-0037311","Ko Kieft",1,"TE","TB","ATL",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.2807,3,4,0,2,1,1,2,1,4,,1,"KE-0525",0,,,,,0,0,,,,,,,,,,,,,,,,6.57,6.33,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039050","Payne Durham",1,"TE","TB","ATL",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24.5614,6,7,0,4,4,3,4,2,8,,1,"DD-5526",0,,,,,0,0,,,,,,,,,,,,,,,,6.54,6.17,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0037809","Chig Okonkwo",1,"TE","TEN","DEN",4.9,29,0,0,0,0,0,0,0,0,0,4,16,3,19,15,0,4,19,50,86.2069,31,17,3,8,12,35,10,19,15,6,26,"BJ-2225",8,0,0,4,1,0,0,,,,,,,,,,,3,,3,16,1,5.81,5.71,6,6.33,,,1,,,,,,,,,1,1,2,,4,1,14,,,,,,,,,,,,,,,,,,,,,,,3,,1
"00-0039648","David Martin-Robinson",1,"TE","TEN","DEN",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7241,0,1,1,,1,0,1,0,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,7,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040584","Gunnar Helm",1,"TE","TEN","DEN",2.6,41,0,0,0,0,0,0,0,0,0,2,8,1,16,32,0,2,16,23,39.6552,8,14,5,4,3,8,1,1,20,1,6,"AS-1150",8.6957,1,0,1,,0,0,,,,,,,,,,,0,,0,16,0,6.14,6,6.21,6.6,,,1,,,,,,,,,,2,,,,16,,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0039912","Ben Sinnott",1,"TE","WAS","NYG",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.4627,0,5,1,,,5,,0,4,1,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.8,,6.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039686","Colson Yankoff",1,"TE","WAS","NYG",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4925,1,0,0,1,,1,,1,,,1,"TN-2401",0,,,,,0,0,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036628","John Bates",1,"TE","WAS","NYG",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,55.2239,10,24,6,6,4,37,3,4,27,3,5,"BO-0112",0,,,,,0,0,,,,,,,,,,,,,,,,6.18,5.9,6.29,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0030061","Zach Ertz",1,"TE","WAS","NYG",11.6,13,0,0,0,0,0,0,0,0,0,5,17.2414,3,26,42,1,5,26,45,67.1642,27,13,5,5,2,45,,25,16,4,28,"JH-8500",11.1111,1,0,5,1,0,0,,,,,,,,,,,1,,1,18,0,5.68,5.59,5.85,5.4,,,2,,,,1,,,,,,3,2,,,26,0,,,,,,,,,,,,,,,,,,,,,,,1,3,1
"00-0040737","Terrance Ferguson",1,"TE",,"HOU",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033119","Jacoby Brissett",2,"QB","ARI","CAR",0.2,39,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,1,1.8519,0,1,0,,,0,,0,,,0,"",0,,,,,0,0,,,,,,,,,,,2,2,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,1,,1,,,,
"00-0035228","Kyler Murray",2,"QB","ARI","CAR",15,22,25,17,220,160,1,1,7,32,0,0,0,0,0,0,0,7,32,53,98.1481,26,20,12,4,,44,,0,,,0,"",0,,,,,2,1,1,2.63333333333333,1,2,,,1,1,,19,3,3,,-8,0,5.68,5.68,,5.83,10,1,,6,3,1,,2,1,,,,,,,,,,,11,8,6,,81,101,38,,5,2,,,37,-5,,,5,,1,,6,,,
"00-0039917","Michael Penix Jr.",2,"QB","ATL","MIN",5.3,32,21,13,135,132,0,0,1,-1,0,0,0,0,0,0,0,1,-1,65,100,24,38,14,4,,57,,0,,,0,"",0,,,,,0,0,,2.79565217391304,3,,,,,3,,14,,,,,0,6.1,6.1,,6.14,6,,,7,3,,,,,,,,,,,,,,,6,6,9,,60,14,61,,1,,,,-1,,,,,,,,,,,
"00-0034796","Lamar Jackson",2,"QB","BAL","CLE",26.3,3,29,19,225,273,4,0,2,13,0,0,0,0,0,0,0,2,13,53,100,32,18,10,6,,38,1,0,,,0,"",0,,,,,6,3,,2.80625,10,2,1,,1,3,,22,0,0,,2,0,6.1,6.07,7,7.4,8,,,5,2,1,,4,1,,,,,,,,,,,8,12,8,1,41,142,40,2,1,1,,,11,2,,,,,2,,2,,,
"00-0034857","Josh Allen",2,"QB","BUF","NYJ",11.82,25,25,14,148,121,0,0,6,59,0,0,0,0,0,0,0,6,59,64,90.1408,26,34,14,8,,31,,0,,,0,"",0,,,,,0,0,1,2.83214285714286,4,1,,,1,1,,16,4,4,,3,1,6.44,6.44,,6.2,7,3,,5,2,1,,,,,,,,,,,,,,8,10,7,,51,36,61,,1,2,2,1,-1,7,46,7,1,1,3,1,4,,,
"00-0033869","Mitchell Trubisky",2,"QB","BUF","NYJ",0.98,37,2,1,32,25,0,0,3,-3,0,0,0,0,0,0,0,3,-3,7,9.8592,2,5,0,,,2,,0,,,0,"",0,,,,,0,0,,2.6,,,,,,,,1,,,,,0,6,6,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,32,,1,1,1,,-1,-1,-1,,,,,,,,,
"00-0039150","Bryce Young",2,"QB","CAR","ARI",22.32,8,55,35,328,375,3,1,2,2,0,0,0,0,0,0,0,2,2,85,100,58,18,21,4,,73,,0,,1,0,"",0,,,,,2,1,3,2.80491803278689,4,1,1,1,1,3,,37,,,,,0,5.21,5.2,6,5.27,15,,,15,9,1,,3,,,,,,,,,,,,22,19,12,2,139,114,44,31,1,1,,,-1,3,,,,,1,,1,,,
"00-0039918","Caleb Williams",2,"QB","CHI","DET",17.98,20,30,19,207,302,2,1,5,27,0,0,0,0,0,0,0,5,27,57,83.8235,34,19,7,6,,44,,0,,2,0,"",0,,,,,6,2,,3.03636363636364,7,2,2,3,,4,3,22,3,3,,5,0,6.09,6.03,7,6,9,1,,3,2,1,,,,,,,,,,,,,,13,10,6,1,65,65,77,0,1,,3,1,10,,17,0,,3,2,3,2,,,
"00-0038416","Tyson Bagent",2,"QB","CHI","DET",1.78,36,3,2,27,35,0,0,2,7,0,0,0,0,0,0,0,2,7,11,16.1765,3,8,0,1,,6,,0,,,0,"",0,,,,,1,0,,2.96666666666667,,,,1,,,,2,,,,,0,5.67,5.67,,,1,,,,,,,,,,,,,,,,,,,1,,2,,0,,27,,1,1,,,7,0,,,1,,,,1,,,
"00-0035100","Jake Browning",2,"QB","CIN","JAX",20.74,14,32,21,241,282,2,3,1,1,1,0,0,0,0,0,0,1,1,48,69.5652,33,13,9,4,,43,,0,,,0,"",0,,,,,7,2,,2.07878787878788,7,,,3,1,1,3,22,,,,,0,6.19,6.19,,6.25,10,,,4,3,1,,1,1,,,,,,,,,,,15,9,7,1,126,39,63,13,,,1,,,,1,,,1,,1,,,,
"00-0036442","Joe Burrow",2,"QB","CIN","JAX",7.04,30,13,7,76,78,1,0,0,0,0,0,0,0,0,0,0,0,0,21,30.4348,15,4,4,3,,19,,0,,,0,"",0,,,,,1,1,1,2.54666666666667,3,,,,,2,,8,,,,,,6.23,6.23,,6,4,,,3,2,,,2,,,,,,,,,,,,6,4,3,,48,6,22,,,,,,,,,,,,,,,,,
"00-0040704","Dillon Gabriel",2,"QB","CLE","BAL",4.76,34,3,3,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9.589,3,4,2,,,6,,0,,,0,"",0,,,,,0,0,,2.13333333333333,,,,,,,,3,,,,,,6,6,,6,2,,,2,2,,,,,,,,,,,,,,,1,1,1,,8,6,5,,,,,,,,,,,,,,,,,
"00-0026158","Joe Flacco",2,"QB","CLE","BAL",9.76,28,45,25,199,307,1,1,1,8,0,0,0,0,0,0,0,1,8,66,90.411,47,18,1,6,,51,,0,,,0,"",0,,,,,4,1,3,2.74130434782609,12,,,3,3,2,2,28,,,,,0,5.84,5.84,,6,7,1,,1,1,,,,,,,,,,,,,,,13,17,13,2,54,54,73,18,,,1,,,,8,,,,1,,1,,,
"00-0033077","Dak Prescott",2,"QB","DAL","NYG",23.14,5,52,38,361,350,2,1,3,17,0,0,0,0,0,0,0,3,17,89,100,55,28,11,11,,70,,0,,,0,"",0,,,,,5,3,1,2.54561403508772,16,1,1,4,,3,3,40,1,1,,-1,0,5.65,5.65,,5.83,17,1,,6,4,,,,,,,,,,,,,,,21,19,11,1,142,119,89,11,,2,1,,,14,3,,1,1,,1,1,,,
"00-0039732","Bo Nix",2,"QB","DEN","IND",21.24,11,30,22,206,147,3,1,3,20,0,0,0,0,0,0,0,3,20,59,100,30,24,11,11,,37,,0,,,0,"",0,,,,,2,2,,2.70588235294118,7,1,2,1,,,1,23,,,,,0,6.43,6.43,,7.6,7,1,,5,4,,,3,,,,,,,,,,,,12,11,7,,71,95,40,,1,1,1,,-1,3,18,,,1,2,1,2,,,
"00-0033106","Jared Goff",2,"QB","DET","CHI",33.96,1,28,23,334,274,5,0,1,6,0,0,0,0,0,0,0,1,6,56,94.9153,28,27,16,13,,21,,0,,,0,"",0,,,,,4,2,,2.875,2,,3,,,,,23,,,,,0,5.93,5.93,,6,12,,,5,5,,,2,,,,,,,,,,,,16,5,6,1,245,29,56,4,,,1,,,,6,,,1,,1,,,,
"00-0034577","Kyle Allen",2,"QB","DET","CHI",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0847,0,3,0,,,1,,0,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036264","Jordan Love",2,"QB","GB","WAS",20.88,13,31,19,292,408,2,0,3,12,0,0,0,0,0,0,0,3,12,66,100,33,28,14,14,,39,,0,,1,0,"",0,,,,,7,2,,3.12647058823529,12,,1,,5,2,,21,,,,,0,6.56,6.58,6,6.8,12,1,,5,2,1,,2,,,,,,,,,,,,15,6,9,1,145,98,49,0,1,1,1,,-1,-1,14,,,,1,,1,,,
"00-0039163","C.J. Stroud",2,"QB","HOU","TB",14.98,23,24,13,207,195,1,0,4,27,0,0,0,0,0,0,0,4,27,48,100,27,18,9,3,,30,,0,,,0,"",0,,,,,2,1,,2.904,7,,,1,1,3,1,14,,,,,0,6.58,6.58,,6.8,7,1,,5,2,,,2,,,,,,,,,,,,7,10,6,1,49,142,16,0,2,2,,,2,25,,,,1,2,1,2,,,
"00-0035710","Daniel Jones",2,"QB","IND","DEN",22.84,7,34,23,316,329,1,0,6,2,1,0,0,0,0,0,0,6,2,71,100,35,32,20,13,,56,,0,,,0,"",0,,,,,4,1,1,2.73611111111111,6,,,1,1,1,1,25,1,1,,-5,0,6.74,6.74,,6.67,13,1,,9,3,4,,,2,,,,,,,,,,,14,10,9,1,169,71,76,0,3,2,1,,4,-4,2,,1,2,3,2,4,,,
"00-0036971","Trevor Lawrence",2,"QB","JAX","CIN",21.24,12,42,24,271,313,3,2,2,4,0,0,0,0,0,0,0,2,4,71,100,44,27,18,12,,42,,0,,,0,"",0,,,,,3,0,1,2.32325581395349,4,,,3,1,1,2,33,5,5,,-4,0,6,6,,6,16,,,11,4,,,,,,,,,,,,,,,14,18,10,1,76,128,90,0,,1,1,,,1,3,,1,,,,1,,,
"00-0033873","Patrick Mahomes",2,"QB","KC","PHI",23.08,6,29,16,187,309,1,1,7,66,1,0,0,0,0,0,0,7,66,60,100,31,26,8,8,,48,,0,,,0,"",0,,,,,5,1,1,2.46666666666667,6,2,2,,,2,,20,,,,,0,5.69,5.69,,6,6,5,,2,1,2,,,,,,,,,,,,,,7,15,6,1,82,63,24,18,4,1,2,,30,22,14,,1,2,4,3,4,,,
"00-0036355","Justin Herbert",2,"QB","LAC","LV",18.78,18,27,19,242,244,2,0,9,31,0,0,0,0,0,0,0,9,31,56,100,29,24,9,6,,35,,0,,,0,"",0,,,,,3,2,,2.83928571428571,5,1,,3,,2,1,20,4,4,,3,0,6.37,6.37,,6,8,2,,2,1,2,,,,,,,,,,,,,,9,12,5,1,59,148,10,25,3,3,2,1,1,16,14,0,1,3,1,3,2,,,
"00-0026498","Matthew Stafford",2,"QB","LAR","TEN",18.32,19,33,23,298,262,2,1,2,-6,0,0,0,0,0,0,0,2,-6,59,100,34,23,17,16,,22,,0,,,0,"",0,,,,,3,2,,2.62857142857143,6,,1,2,2,1,1,26,,,,,0,6.55,6.55,,6.9,11,,,10,6,2,,4,2,,,,,,,,,,,13,10,10,,138,66,94,,,1,1,,,-4,-2,,,,,,,,,
"00-0030565","Geno Smith",2,"QB","LV","LAC",6.2,31,43,24,180,291,0,3,5,20,0,0,0,0,0,0,0,5,20,70,100,46,19,10,10,,53,,0,,,0,"",0,,,,,5,0,,3.1,11,2,,2,1,3,2,26,0,0,,3,0,5.67,5.67,,5.57,8,1,,7,3,,,,,,,,,,,,,,,16,14,12,1,63,18,99,0,1,2,2,,2,15,3,,1,3,1,3,2,,,
"00-0036212","Tua Tagovailoa",2,"QB","MIA","NE",19.6,17,32,26,315,251,2,1,0,0,0,0,0,0,0,0,0,0,0,57,100,37,15,3,5,,48,,0,,,0,"",0,,,,,5,3,,2.45405405405405,,,1,1,2,5,1,26,,,,,,5.5,5.5,,5,14,,,1,1,,,,,,,,,,,,,,,11,14,6,1,85,148,82,0,,,,,,,,,,,,,,,,
"00-0039923","J.J. McCarthy",2,"QB","MIN","ATL",4.82,33,21,11,158,252,0,2,5,25,0,0,0,0,0,0,0,5,25,47,100,27,19,4,6,,28,,0,,,0,"",0,,,,,4,1,1,3.27142857142857,3,,,4,,6,1,12,1,1,,0,0,6.29,6.29,,6,7,,,2,1,,,1,,,,,,,,,,,,10,6,5,,52,75,31,,,2,1,2,,18,6,1,2,1,1,1,3,,,
"00-0039851","Drake Maye",2,"QB","NE","MIA",26.3,3,23,19,230,134,2,0,10,31,1,0,0,0,0,0,0,10,31,57,100,26,26,11,6,,25,,0,,,0,"",0,,,,,1,1,,2.564,4,,,,,3,,19,2,2,,3,0,5.74,5.74,,5.67,9,3,,3,2,3,,1,,,,,,,,,,,,6,8,8,1,56,47,117,10,4,4,2,,10,6,15,,2,2,2,3,3,,,
"00-0039376","Spencer Rattler",2,"QB","NO","SF",21.68,10,34,25,207,249,3,0,4,14,0,0,0,0,0,0,0,4,14,71,100,37,30,9,12,,58,,0,,,0,"",0,,,,,4,2,1,2.34324324324324,8,,2,2,,3,1,29,0,0,,0,0,6.09,6.09,,6.6,10,2,,5,5,,,2,,,,,,,,,,,,8,18,8,,36,128,42,,2,,1,1,2,,9,3,2,,2,2,2,,,
"00-0040691","Jaxson Dart",2,"QB","NYG","DAL",-0.3,41,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,1,-3,3,4.4776,0,3,0,,,3,,0,,,0,"",0,,,,,0,0,,,,,,,,,,,0,0,,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,-3,,,1,,,,1,,,
"00-0029263","Russell Wilson",2,"QB","NYG","DAL",31.3,2,41,30,450,522,3,1,3,23,0,0,0,0,0,0,0,3,23,64,95.5224,44,18,14,8,,52,,0,,,0,"",0,,,,,11,7,,2.55238095238095,4,,1,2,1,2,1,33,2,2,,6,0,5.9,5.9,,5.71,15,1,,7,1,2,,,,,,,,,,,,,,16,11,12,2,246,47,125,32,1,2,,,2,21,,,1,2,,2,1,,,
"00-0036945","Justin Fields",2,"QB","NYJ","BUF",3.98,35,11,3,27,93,0,0,5,49,0,0,0,0,0,0,0,5,49,29,61.7021,13,16,0,1,,24,,0,,,0,"",0,,,,,1,0,,2.78181818181818,1,1,,2,1,2,,6,0,0,,21,0,5.73,5.73,,,1,2,,,,,,,,,,,,,,,,,,4,3,4,,25,0,2,,3,1,1,,19,27,3,,1,1,3,1,4,,,
"00-0028118","Tyrod Taylor",2,"QB","NYJ","BUF",8.34,29,11,7,56,79,1,0,3,21,0,0,0,0,0,0,0,3,21,18,38.2979,13,5,4,,,17,,0,,,0,"",0,,,,,2,0,,2.84545454545455,2,1,,,,2,,8,,,,,0,6.36,6.36,,6.33,4,1,,3,2,,,2,,,,,,,,,,,,3,1,4,3,33,0,4,19,1,2,,,15,6,,,2,1,,2,1,,,
"00-0036389","Jalen Hurts",2,"QB","PHI","KC",11.54,26,22,15,101,167,0,0,9,15,1,0,0,0,0,0,0,9,15,58,100,24,32,6,2,,45,,0,,,0,"",0,,,,,4,1,,2.57727272727273,5,,1,3,1,1,2,19,4,4,,2,0,5.77,5.77,,,4,3,,,,2,,,2,,,,,,,,,,,4,10,8,,4,38,59,,2,2,4,1,10,-1,5,1,,6,1,6,1,,,
"00-0023459","Aaron Rodgers",2,"QB","PIT","SEA",12.42,24,33,18,203,184,1,2,1,3,0,0,0,0,0,0,0,1,3,59,95.1613,36,20,8,4,,49,,0,,,0,"",0,,,,,3,1,3,2.82285714285714,8,,,3,2,3,3,20,,,,,0,5.52,5.52,,5.67,4,,,3,1,,,3,,,,,,,,,,,,12,9,10,2,95,38,48,22,,,1,,,,3,,,,1,,1,,,
"00-0034771","Mason Rudolph",2,"QB","PIT","SEA",0.48,38,2,2,12,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.8387,2,1,0,,,3,,0,,,0,"",0,,,,,0,0,,2.05,,,,,,,,2,,,,,,5.5,5.5,,,1,,,,,,,,,,,,,,,,,,,1,1,,,6,6,,,,,,,,,,,,,,,,,,
"00-0034869","Sam Darnold",2,"QB","SEA","PIT",17.8,21,33,22,295,265,2,2,0,0,0,0,0,0,0,0,0,0,0,65,100,35,29,9,9,,26,1,0,,,0,"",0,,,,,4,2,,2.6125,6,2,1,2,3,2,2,23,,,,,,6.15,6.06,9,6,12,,,3,1,,,,,,,,,,,,,,,12,9,11,1,149,46,100,0,,,,,,,,,,,,,,,,
"00-0036972","Mac Jones",2,"QB","SF","NO",21.76,9,39,26,279,254,3,0,6,6,0,0,0,0,0,0,0,6,6,67,100,41,23,5,9,,38,,0,,,0,"",0,,,,,3,0,,2.3925,1,1,,3,,3,1,32,0,0,,-4,0,6.05,6.05,,5.2,15,,,5,4,,,,,,,,,,,,,,,14,13,12,,101,57,121,,1,3,2,,-1,7,0,,,,2,1,1,,,
"00-0034855","Baker Mayfield",2,"QB","TB","HOU",19.9,15,38,25,215,309,2,0,3,33,0,0,0,0,0,0,0,3,33,80,100,42,30,12,4,,62,,0,,,0,"",0,,,,,7,2,1,2.14545454545455,15,,1,2,2,4,1,26,,,,,0,6.18,6.18,,6.14,11,3,,7,4,,,,,,,,,,,,,,,16,13,9,,84,93,38,,,,2,1,,,18,15,1,2,,2,1,,,
"00-0040676","Cameron Ward",2,"QB","TEN","LAR",9.8,27,33,19,175,215,1,0,4,8,0,0,0,0,0,0,0,4,8,66,100,38,26,6,5,,55,,0,,,0,"",0,,,,,1,1,,2.81428571428571,4,,2,1,2,5,,25,1,1,,0,0,5.79,5.79,,5.5,8,1,,6,2,,,,,,,,,,,,,,,12,11,10,,85,23,67,,,,3,1,,,5,3,,3,1,3,1,,,
"00-0039910","Jayden Daniels",2,"QB","WAS","GB",19.7,16,42,24,200,279,2,0,7,17,0,0,0,0,0,0,0,7,17,68,100,45,19,7,5,,67,,0,,,0,"",0,,,,,4,0,,2.83555555555556,9,2,,,2,4,,25,3,3,,-3,1,6.17,6.17,,6.67,9,,,3,3,1,,,,,,,,,,,,,,11,16,13,2,63,95,42,0,6,1,,,16,1,,,1,4,2,4,3,,,
"00-0033553","James Conner",2,"RB","ARI","CAR",12.2,25,0,0,0,0,0,0,11,34,1,1,4,1,18,0,0,12,52,30,55.5556,10,15,8,6,2,22,27,0,1,2,11,"MJ-9200",3.3333,0,0,1,,0,0,,,,,,,,,,,29,24,5,23,2,6.04,6,6.07,6.14,,2,1,,,3,,,2,,,,1,,,,18,,,,,,,,,,,4,6,1,,17,15,2,,5,2,4,2,9,1,,
"00-0039921","Trey Benson",2,"RB","ARI","CAR",8.4,36,0,0,0,0,0,0,3,14,0,6,24,4,30,2,0,9,44,24,44.4444,16,6,4,1,2,22,21,0,1,2,16,"MJ-9200",25,0,0,4,,0,0,,,,,,,,,,,6,5,1,32,1,5.64,5.44,6.17,5.67,,,1,,,,2,,,,,2,1,3,,6,6,18,,,,,,,,,,2,,1,,3,,11,,1,,2,,3,2,3,1
"00-0038542","Bijan Robinson",2,"RB","ATL","MIN",19.8,7,0,0,0,0,0,0,22,143,0,5,23.8095,3,25,7,0,27,168,42,64.6154,19,22,9,3,,42,36,0,,6,16,"BM-3687",11.9048,0,0,3,1,0,0,,,,,,,,,,,93,93,0,75,14,6.02,6.05,6,6.11,,4,,,,3,3,,,,,1,3,1,,5,5,15,,,,,,,,,,13,8,1,,106,31,6,,8,3,11,8,14,1,,4
"00-0037263","Tyler Allgeier",2,"RB","ATL","MIN",15,19,0,0,0,0,0,0,16,76,1,1,4.7619,1,4,3,0,17,80,22,33.8462,4,16,5,2,,14,20,0,,2,2,"BM-3687",4.5455,0,0,1,,0,0,,,,,,,,,,,44,44,0,31,2,6.1,6.5,6,6,,6,,,,4,1,,1,,,1,,,,4,,,,,,,,,,,,7,4,5,,34,26,16,,7,4,5,8,8,1,,
