Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable
Chauncey Gardner-Johnson,CG-0275,New Orleans Saints,concussion,head,upper body,Low Severity,Week 15,2019,0,1,,
Clayton Geathers,CG-0750,Indianapolis Colts,concussion,head,upper body,Low Severity,Week 4,2019,1,1,,
Cordy Glenn,CG-1250,Cincinnati Bengals,shoulder sprain,shoulder,upper body,Low Severity,Week 8,2019,2,2,,
Cordy Glenn,CG-1250,Cincinnati Bengals,concussion,head,upper body,High Severity,Preseason,2019,7,7,,
Chris Godwin,CG-1425,Tampa Bay Buccaneers,hip sprain,hip,lower body,Low Severity,Week 4,2019,0,3,,
Chris Godwin,CG-1425,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 15,2019,2,2,,
C.J. Goodwin,CG-1450,Dallas Cowboys,thumb sprain,thumb,upper body,Low Severity,Week 15,2019,0,1,,
C.J. Ham,CH-0525,Minnesota Vikings,ankle sprain,ankle,lower body,Low Severity,Week 10,2019,0,1,,
Charles Harris,CH-1450,Miami Dolphins,wrist sprain,wrist,upper body,Low Severity,Week 1,2019,0,3,,
Chad Henne,CH-2400,Kansas City Chiefs,ankle fracture,ankle,lower body,High Severity,Preseason,2019,8,9,,
Chris Herndon,CH-2950,New York Jets,hamstring strain,hamstring,lower body,Medium Severity,Week 6,2019,3,4,,
Chris Herndon,CH-2950,New York Jets,rib fracture,rib,upper body,Medium Severity,Week 10,2019,6,6,,
Chris Hogan,CH-3350,Carolina Panthers,knee sprain,knee,lower body,High Severity,Week 5,2019,8,8,Arthroscopic Knee Surgery,8-10 weeks
Cody Hollister,CH-3775,Tennessee Titans,ankle sprain,ankle,lower body,Medium Severity,Week 17,2019,4,4,,
Chris Hubbard,CH-4550,Cleveland Browns,foot sprain,foot,lower body,Low Severity,Week 2,2019,1,2,,
Chris Hubbard,CH-4550,Cleveland Browns,knee sprain,knee,lower body,Low Severity,Week 14,2019,1,2,,
Carlos Hyde,CH-5000,Houston Texans,labrum tear,shoulder,lower body,High Severity,Postseason,2019,0,1,Shoulder Labral Repair Surgery,3-6 months
Carlos Hyde,CH-5000,Houston Texans,ankle sprain,ankle,lower body,Low Severity,Week 16,2019,0,1,,
Charles Johnson,CJ-1450,Philadelphia Eagles,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,0,0,,
Chris Jones,CJ-2100,Kansas City Chiefs,calf strain,calf,lower body,Medium Severity,Postseason,2019,1,1,,
Chris Jones,CJ-2100,Arizona Cardinals,groin strain,groin,lower body,Medium Severity,Week 5,2019,3,4,,
Christian Jones,CJ-2175,Detroit Lions,shoulder sprain,shoulder,upper body,Low Severity,Week 14,2019,2,2,Shoulder Surgery,2-4 months
Cyrus Jones,CJ-2350,Baltimore Ravens,finger sprain,finger,upper body,Low Severity,Week 1,2019,0,1,,
Chandler Jones,CJ-4037,Arizona Cardinals,thumb tear,thumb,upper body,High Severity,Week 17,2019,0,0,Thumb Repair Surgery,4-6 months
Case Keenum,CK-0250,Washington Redskins,foot sprain,foot,lower body,Low Severity,Week 3,2019,1,3,,
Case Keenum,CK-0250,Washington Redskins,concussion,head,upper body,Low Severity,Week 9,2019,1,1,,
Christian Kirk,CK-0825,Arizona Cardinals,high ankle sprain,ankle,lower body,Medium Severity,Week 4,2019,3,5,,
Christian Kirksey,CK-0850,Cleveland Browns,pectoral tear,chest,upper body,High Severity,Week 2,2019,14,14,Pectoral Repair Surgery,4-6 months
Cody Latimer,CL-0275,New York Giants,calf strain,calf,lower body,Low Severity,Week 2,2019,0,1,,
Cody Latimer,CL-0275,New York Giants,concussion,head,upper body,Low Severity,Week 2,2019,1,2,,
Carl Lawson,CL-0375,Cincinnati Bengals,hamstring strain,hamstring,lower body,Medium Severity,Week 3,2019,4,4,,
Cre'Von LeBlanc,CL-0450,Philadelphia Eagles,foot sprain,foot,lower body,Medium Severity,Preseason,2019,,,,
Chris Lindstrom,CL-0962,Atlanta Falcons,foot fracture,foot,lower body,High Severity,Week 1,2019,11,11,Fifth Metatarsal Repair Surgery,3-4 months
Corey Linsley,CL-0975,Green Bay Packers,back strain,back,upper body,Low Severity,Week 8,2019,0,1,,
Corey Linsley,CL-0975,Green Bay Packers,concussion,head,upper body,Low Severity,Week 5,2019,0,1,,
Cory Littleton,CL-0987,Los Angeles Rams,chest strain,chest,upper body,Low Severity,Week 17,2019,0,0,,
Corey Liuget,CL-1000,Oakland Raiders,knee sprain,knee,lower body,Medium Severity,Preseason,2019,5,6,,
Cole Madison,CM-0125,Green Bay Packers,ACL tear,knee,lower body,High Severity,Week 12,2019,7,7,ACL Reconstruction Surgery,6-9 months
Chris Manhertz,CM-0175,Carolina Panthers,concussion,head,upper body,Low Severity,Week 4,2019,1,2,,
Christian McCaffrey,CM-1225,Carolina Panthers,foot strain,foot,lower body,Low Severity,Week 11,2019,0,1,,
Christian McCaffrey,CM-1225,Carolina Panthers,knee strain,knee,lower body,Low Severity,Week 9,2019,0,2,,
Christian McCaffrey,CM-1225,Carolina Panthers,back strain,back,upper body,Low Severity,Week 6,2019,0,1,,
Colt McCoy,CM-1500,Washington Redskins,fibula fracture post-surgical complications,fibula,lower body,High Severity,Preseason,2019,4,4,Fibula Fracture Revision Surgeries (2),6-8 months
Clinton Mcdonald,CM-1600,Oakland Raiders,neck strain,neck,upper body,High Severity,Week 9,2019,7,7,,
Connor McGovern,CM-1850,Denver Broncos,back strain,back,upper body,Low Severity,Week 12,2019,0,1,,
Connor J. McGovern,CM-1875,Dallas Cowboys,pectoral tear,chest,upper body,High Severity,Preseason,2019,16,16,,
Cassanova McKinzy,CM-2125,Washington Redskins,hip strain,hip,lower body,Low Severity,Week 2,2019,1,1,,
Christian Miller,CM-2375,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 5,2019,3,3,,
Chris Milton,CM-2425,Tennessee Titans,collarbone fracture,clavicle,upper body,Low Severity,Week 3,2019,1,1,,
Chris Moore,CM-2675,Baltimore Ravens,thumb sprain,thumb,upper body,Medium Severity,Week 9,2019,3,4,,
C.J. Mosley,CM-3250,Baltimore Ravens,groin strain,groin,lower body,High Severity,Week 1,2019,9,10,,
Carl Nassib,CN-0250,Tampa Bay Buccaneers,groin strain,groin,lower body,Low Severity,Week 9,2019,2,2,,
Corey Nelson,CN-0450,Denver Broncos,biceps tear,biceps,upper body,High Severity,Week 8,2019,8,8,Biceps Repair Surgery,4-6 months
Cam Newton,CN-0500,Carolina Panthers,mid-foot sprain,foot,lower body,High Severity,Week 3,2019,14,14,,
Cedric Ogbuehi,CO-0350,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Preseason,2019,2,2,,
Charles Omenihu,CO-0850,Houston Texans,knee sprain,knee,lower body,Low Severity,Week 3,2019,1,1,,
Cordarrelle Patterson,CP-0750,Chicago Bears,concussion,head,upper body,Low Severity,Week 17,2019,0,1,,
Cordarrelle Patterson,CP-0750,Chicago Bears,triceps strain,triceps,upper body,Low Severity,Week 4,2019,0,1,,
Chris Peace,CP-0762,New York Giants,knee sprain,knee,lower body,Medium Severity,Week 13,2019,4,4,,
C.J. Prosise,CP-2550,Seattle Seahawks,forearm fracture,forearm,upper body,High Severity,Week 16,2019,3,3,,
Caraun Reid,CR-0650,Indianapolis Colts,knee sprain,knee,lower body,Low Severity,Week 15,2019,0,1,,
Calvin Ridley,CR-0862,Atlanta Falcons,hip sprain,hip,lower body,Low Severity,Week 4,2019,0,1,,
Calvin Ridley,CR-0862,Atlanta Falcons,abdominal strain,abdomen,upper body,Medium Severity,Week 14,2019,3,3,,
Craig Robertson,CR-1150,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Preseason,2019,1,1,,
Cam Robinson,CR-1162,Jacksonville Jaguars,knee sprain,knee,lower body,Low Severity,Week 1,2019,1,1,,
Chester Rogers,CR-1525,Indianapolis Colts,knee fracture,knee,lower body,High Severity,Week 13,2019,4,4,,
Chase Roullier,CR-1650,Washington Redskins,knee injury,knee,lower body,Low Severity,Week 4,2019,1,2,,
Curtis Samuel,CS-0050,Carolina Panthers,hamstring strain,hamstring,lower body,Low Severity,Week 10,2019,0,1,,
Curtis Samuel,CS-0050,Carolina Panthers,knee sprain,knee,lower body,Low Severity,Week 16,2019,0,1,,
Curtis Samuel,CS-0050,Carolina Panthers,shoulder sprain,shoulder,upper body,Low Severity,Week 9,2019,0,1,,
Chad Thomas,CT-0937,Cleveland Browns,neck sprain,neck,upper body,Low Severity,Preseason,2019,0,0,,
Chris Thompson,CT-1200,Washington Redskins,toe sprain,toe,lower body,Medium Severity,Week 6,2019,5,6,,
Corey Thompson,CT-1287,Buffalo Bills,ankle sprain,ankle,lower body,Low Severity,Week 2,2019,4,5,,
Cameron Wake,CW-0100,Miami Dolphins,hamstring strain,hamstring,lower body,Low Severity,Week 4,2019,2,3,,
Charles Washington,CW-0750,Detroit Lions,shoulder sprain,shoulder,upper body,Medium Severity,Week 3,2019,3,4,,
Carlos Watkins,CW-0875,Houston Texans,hamstring strain,hamstring,lower body,Low Severity,Week 12,2019,2,2,,
Carson Wentz,CW-1425,Philadelphia Eagles,concussion,head,upper body,Low Severity,Postseason,2019,0,1,,
Cody Wichmann,CW-1950,Dallas Cowboys,calf strain,calf,lower body,High Severity,Preseason,2019,16,16,,
Cody Wichmann,CW-1950,Dallas Cowboys,calf strain,calf,lower body,High Severity,Preseason,2019,16,16,,
Christian Wilkins,CW-2150,Miami Dolphins,ankle sprain,ankle,lower body,Low Severity,Week 16,2019,0,1,,
Connor Williams,CW-2850,Dallas Cowboys,meniscus tear,knee,lower body,Low Severity,Week 10,2019,1,2,Arthroscopic Meniscus Repair Surgery,2-4 weeks
Connor Williams,CW-2850,Dallas Cowboys,ACL tear,knee,lower body,High Severity,Week 13,2019,4,4,ACL Reconstruction Surgery,6-9 months
Cedrick Wilson,CW-3200,Dallas Cowboys,knee sprain,knee,lower body,Medium Severity,Week 15,2019,3,3,,
Davante Adams,DA-0212,Green Bay Packers,toe sprain,toe,lower body,Medium Severity,Week 4,2019,4,6,,
D.J. Alexander,DA-0350,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Week 3,2019,2,2,,
D.J. Alexander,DA-0350,Jacksonville Jaguars,foot sprain,foot,lower body,High Severity,Week 7,2019,9,9,,
Dakota Allen,DA-0750,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Week 16,2019,0,1,,
Danny Amendola,DA-0900,Detroit Lions,chest strain,chest,upper body,Low Severity,Week 4,2019,1,2,,
Dorance Armstrong,DA-1625,Dallas Cowboys,neck strain,neck,upper body,Low Severity,Week 6,2019,1,1,,
Denico Autry,DA-2050,Indianapolis Colts,concussion,head,upper body,Low Severity,Week 15,2019,2,2,,
Deandre Baker,DB-0325,New York Giants,knee sprain,knee,lower body,Low Severity,Preseason,2019,,,,
David Bakhtiari,DB-0350,Green Bay Packers,back strain,back,upper body,Low Severity,Week 2,2019,0,1,,
Derek Barnett,DB-0875,Philadelphia Eagles,ankle sprain,ankle,lower body,Low Severity,Week 13,2019,2,3,,
Daren Bates,DB-0975,Tennessee Titans,shoulder sprain,shoulder,upper body,Low Severity,Week 13,2019,1,2,,
De'Vante Bausby,DB-1250,Denver Broncos,neck strain,neck,upper body,High Severity,Week 5,2019,11,11,,
Devante Bond,DB-2925,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 2,2019,1,1,,
Drew Brees,DB-3800,New Orleans Saints,ligament tear,thumb,upper body,Medium Severity,Week 2,2019,5,6,Thumb Surgery,4-6 weeks
Daniel Brown,DB-4387,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 5,2019,0,1,,
Duane Brown,DB-4900,Seattle Seahawks,knee sprain,knee,lower body,Low Severity,Week 1,2019,0,2,,
Duane Brown,DB-4900,Seattle Seahawks,meniscus tear,knee,lower body,Medium Severity,Week 16,2019,2,3,Meniscus Repair Surgery,3-4 weeks
Duane Brown,DB-4900,Seattle Seahawks,biceps strain,biceps,upper body,Medium Severity,Week 5,2019,4,8,,
Deone Bucannon,DB-5450,Arizona Cardinals,knee sprain,knee,lower body,Low Severity,Preseason,2019,0,0,,
Damiere Byrd,DB-6375,Arizona Cardinals,hamstring strain,hamstring,lower body,Low Severity,Week 4,2019,2,3,,
Dylan Cantrell,DC-0375,Los Angeles Chargers,shoulder sprain,shoulder,upper body,High Severity,Preseason,2019,16,16,,
D.J. Chark,DC-1418,Jacksonville Jaguars,concussion,head,upper body,Low Severity,Preseason,2019,0,0,,
D.J. Chark,DC-1418,Jacksonville Jaguars,ankle sprain,ankle,lower body,Low Severity,Week 14,2019,1,2,,
Demarcus Christmas,DC-1550,Seattle Seahawks,back strain,back,upper body,High Severity,Preseason,2019,18,18,,
Dylan Cole,DC-2812,Houston Texans,ACL tear,knee,lower body,High Severity,Week 12,2019,7,7,,
Dalvin Cook,DC-3550,Minnesota Vikings,right sc joint sprain,chest,upper body,Low Severity,Week 11,2019,0,0,,
Dalvin Cook,DC-3550,Minnesota Vikings,left shoulder sprain,shoulder,upper body,Low Severity,Week 15,2019,2,2,,
Dennis Daley,DD-0037,Carolina Panthers,groin strain,groin,lower body,Low Severity,Week 8,2019,1,3,,
Darrell Daniels,DD-0075,Arizona Cardinals,ankle sprain,ankle,lower body,Low Severity,Week 9,2019,0,1,,
Darrell Daniels,DD-0075,Arizona Cardinals,biceps strain,biceps,upper body,Low Severity,Week 17,2019,1,1,,
Duke Dawson,DD-0712,Denver Broncos,concussion,head,upper body,Low Severity,Week 12,2019,0,1,,
Duke Dawson,DD-0712,Denver Broncos,foot sprain,foot,lower body,Low Severity,Week 5,2019,1,1,,
Darqueze Dennard,DD-0950,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Week 7,2019,1,1,,
Darqueze Dennard,DD-0950,Cincinnati Bengals,knee sprain,knee,lower body,Medium Severity,Preseason,2019,6,6,,
Demar Dotson,DD-2300,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 6,2019,1,4,,
Demar Dotson,DD-2300,Tampa Bay Buccaneers,calf strain,calf,lower body,Low Severity,Week 4,2019,2,2,,
Duke Ejiofor,DE-0550,Houston Texans,achilles tear,achilles,lower body,High Severity,Preseason,2019,18,18,Achilles Tendon Repair Surgery,6-9 months
Daniel Ekuale,DE-0575,Cleveland Browns,calf strain,calf,lower body,High Severity,Week 8,2019,9,9,,
Deshon Elliott,DE-0725,Baltimore Ravens,knee sprain,knee,lower body,High Severity,Week 6,2019,10,10,,
Deshazor Everett,DE-1300,Washington Redskins,ankle sprain,ankle,lower body,Medium Severity,Week 5,2019,5,5,,
Deshazor Everett,DE-1300,Washington Redskins,neck strain,neck,upper body,Low Severity,Week 12,2019,,1,,
Darren Fells,DF-0550,Houston Texans,hip strain,hip,lower body,Low Severity,Postseason,2019,0,1,,
David Fluellen,DF-1225,Tennessee Titans,knee sprain,knee,lower body,High Severity,Preseason,2019,18,18,Knee Repair Surgery,4-6 months
D.J. Fluker,DF-1250,Seattle Seahawks,ankle sprain,ankle,lower body,Low Severity,Week 3,2019,0,1,,
D.J. Fluker,DF-1250,Seattle Seahawks,hamstring strain,hamstring,lower body,Low Severity,Week 5,2019,1,3,,
Drew Forbes,DF-1325,Cleveland Browns,knee sprain,knee,lower body,High Severity,Preseason,2019,10,10,,
Dee Ford,DF-1350,Kansas City Chiefs,knee sprain,knee,lower body,Low Severity,Preseason,2019,0,3,,
Dee Ford,DF-1350,Kansas City Chiefs,quadricep strain,quad,lower body,Low Severity,Postseason,2019,0,1,,
Dee Ford,DF-1350,Kansas City Chiefs,hamstring strain,hamstring,lower body,Medium Severity,Week 11,2019,5,5,,
D'Onta Foreman,DF-1362,Indianapolis Colts,biceps tear,biceps,upper body,High Severity,Preseason,2019,16,16,,
D.J. Foster,DF-1375,Arizona Cardinals,hamstring strain,hamstring,lower body,High Severity,Week 7,2019,10,10,,
Daurice Fountain,DF-1478,Indianapolis Colts,ankle fracture & dislocation,ankle,lower body,High Severity,Preseason,2019,16,16,Ankle Repair Surgery,6-8 months
Devonta Freeman,DF-1875,Atlanta Falcons,foot sprain,foot,lower body,Low Severity,Week 10,2019,2,2,,
Devin Funchess,DF-2200,Indianapolis Colts,clavicle fracture,clavicle,upper body,High Severity,Week 1,2019,15,15,Clavicle Repair Surgery,2-4 months
Dennis Gardeck,DG-0450,Arizona Cardinals,ankle sprain,ankle,lower body,Low Severity,Week 4,2019,2,4,,
Dallas Goedert,DG-1287,Philadelphia Eagles,calf strain,calf,lower body,Low Severity,Week 3,2019,0,2,,
Dillon Gordon,DG-1850,Carolina Panthers,shoulder sprain,shoulder,upper body,High Severity,Preseason,2019,16,16,,
Derrius Guice,DG-3200,Washington Redskins,MCL sprain,knee,lower body,Medium Severity,Week 14,2019,2,2,,
Derrius Guice,DG-3200,Washington Redskins,meniscus tear,knee,lower body,High Severity,Week 1,2019,9,9,Meniscectomy Surgery,6-8 weeks
Daeshon Hall,DH-0550,Philadelphia Eagles,ACL tear,knee,lower body,High Severity,Week 17,2019,1,1,ACL Reconstruction Surgery,6-9 months
DaeSean Hamilton,DH-1050,Denver Broncos,knee sprain,knee,lower body,Low Severity,Week 11,2019,0,1,,
Da'Shawn Hand,DH-1143,Detroit Lions,ankle sprain,ankle,lower body,Medium Severity,Week 9,2019,4,5,,
Da'Shawn Hand,DH-1143,Detroit Lions,elbow sprain,elbow,upper body,Medium Severity,Preseason,2019,6,6,,
Damien Harris,DH-1362,New England Patriots,hamstring strain,hamstring,lower body,Low Severity,Week 11,2019,2,2,,
Demetrius Harris,DH-1450,Cleveland Browns,shoulder sprain,shoulder,upper body,Low Severity,Week 14,2019,1,1,,
Deonte Harris,DH-1487,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Week 11,2019,2,3,,
Dwayne Harris,DH-1800,Oakland Raiders,ankle sprain,ankle,lower body,High Severity,Week 2,2019,13,13,,
Damon Harrison,DH-1850,Detroit Lions,knee sprain,knee,lower body,Low Severity,Week 12,2019,1,2,,
Dwayne Haskins,DH-1912,Washington Redskins,high ankle sprain,ankle,lower body,Medium Severity,Week 16,2019,1,1,,
D.J. Hayden,DH-2150,Jacksonville Jaguars,neck strain,neck,upper body,Low Severity,Week 13,2019,0,1,,
D.J. Hayden,DH-2150,Jacksonville Jaguars,neck strain,neck,upper body,Low Severity,Week 8,2019,1,1,,
Darrell Henderson,DH-2325,Los Angeles Rams,high ankle sprain,ankle,lower body,High Severity,Week 16,2019,1,1,Ankle Repair Surgery,4-6 months
Derrick Henry,DH-2450,Tennessee Titans,calf strain,calf,lower body,Medium Severity,Preseason,2019,0,0,,
Derrick Henry,DH-2450,Tennessee Titans,hamstring strain,hamstring,lower body,Low Severity,Week 12,2019,1,2,,
Dont'a Hightower,DH-2950,New England Patriots,shoulder sprain,shoulder,upper body,Low Severity,Week 3,2019,1,2,,
Delano Hill,DH-3112,Seattle Seahawks,elbow sprain,elbow,upper body,Medium Severity,Week 6,2019,4,4,,
Dontrell Hilliard,DH-3137,Cleveland Browns,neck strain,neck,upper body,Low Severity,Week 16,2019,0,1,,
Dontrell Hilliard,DH-3137,Cleveland Browns,knee sprain,knee,lower body,High Severity,Week 16,2019,1,1,,
Dontrell Hilliard,DH-3137,Cleveland Browns,concussion,head,upper body,Low Severity,Week 1,2019,1,1,,
DeAndre Hopkins,DH-3950,Houston Texans,ribs sprain,rib,upper body,Low Severity,Postseason,2019,0,1,,
Dontrelle Inman,DI-0075,Los Angeles Chargers,quadriceps strain,quad,lower body,High Severity,Week 4,2019,8,8,,
Danny Isidora,DI-0300,Miami Dolphins,foot sprain,foot,lower body,High Severity,Week 4,2019,13,13,,
DeSean Jackson,DJ-0200,Philadelphia Eagles,abdomen strain,abdomen,upper body,High Severity,Week 2,2019,14,14,Core Muscle Repair Surgery,3-4 months
Donte Jackson,DJ-0575,Carolina Panthers,hip strain,hip,lower body,Low Severity,Week 10,2019,0,1,,
Donte Jackson,DJ-0575,Carolina Panthers,groin strain,groin,lower body,Low Severity,Week 3,2019,2,2,,
Derwin James,DJ-0587,Los Angeles Chargers,foot fracture,foot,lower body,High Severity,Preseason,2019,11,11,Stress Fracture Repair Surgery,3-4 months
Danny Johnson,DJ-0975,Washington Redskins,patellar tendon tear,knee,lower body,High Severity,Preseason,2019,13,13,,
Danny Johnson,DJ-0975,Washington Redskins,hand strain,hand,upper body,Medium Severity,Week 16,2019,,,,
David Johnson,DJ-1325,Arizona Cardinals,back strain,back,upper body,Low Severity,Week 5,2019,1,2,,
David Johnson,DJ-1325,Arizona Cardinals,high ankle sprain,ankle,lower body,Medium Severity,Week 6,2019,2,4,,
Diontae Johnson,DJ-1675,Pittsburgh Steelers,groin strain,groin,lower body,Medium Severity,Week 2,2019,0,0,Sports Hernia Surgery,4-6 weeks
Duke Johnson,DJ-1850,Houston Texans,hamstring strain,hamstring,lower body,Low Severity,Preseason,2019,0,0,,
D.J. Jones,DJ-2150,San Francisco 49ers,groin strain,groin,lower body,Low Severity,Week 10,2019,1,1,,
D.J. Jones,DJ-2150,San Francisco 49ers,hamstring strain,hamstring,lower body,Low Severity,Week 6,2019,1,1,,
D.J. Jones,DJ-2150,San Francisco 49ers,ankle sprain,ankle,lower body,Low Severity,Week 13,2019,2,3,,
Daniel Jones,DJ-2275,New York Giants,high ankle sprain,ankle,lower body,Low Severity,Week 13,2019,2,2,,
David Jones,DJ-2425,,hamstring strain,hamstring,lower body,Low Severity,Week 6,2019,1,1,,
Dre'Mont Jones,DJ-2925,Denver Broncos,ankle sprain,ankle,lower body,Low Severity,Week 14,2019,1,2,,
Damontae Kazee,DK-0362,Atlanta Falcons,rib contusion,rib,upper body,Low Severity,Preseason,2019,0,0,,
Devon Kennard,DK-0465,Detroit Lions,hamstring strain,hamstring,lower body,Low Severity,Week 15,2019,0,2,,
Devon Kennard,DK-0465,Detroit Lions,hamstring strain,hamstring,lower body,Low Severity,Week 17,2019,0,0,,
Daniel Kilgore,DK-0600,Miami Dolphins,knee sprain,knee,lower body,Medium Severity,Week 7,2019,3,3,,
D.J. Killings,DK-0612,Oakland Raiders,pectoral tear,chest,upper body,High Severity,Preseason,2019,16,16,Pectoral Repair Surgery,4-6 months
Desmond King,DK-0687,Los Angeles Chargers,ankle sprain,ankle,lower body,Low Severity,Week 17,2019,0,0,,
Dre Kirkpatrick,DK-0750,Cincinnati Bengals,knee hyperextension,knee,lower body,High Severity,Week 6,2019,10,10,,
DeMarcus Lawrence,DL-0450,Dallas Cowboys,labrum tear,shoulder,upper body,Low Severity,Preseason,2019,0,0,Shoulder Reconstruction Surgery,4-6 months
Demarcus Lawrence,DL-0450,Dallas Cowboys,back strain,back,upper body,Low Severity,Week 17,2019,0,0,,
Darius Leonard,DL-0925,Indianapolis Colts,concussion,head,upper body,Medium Severity,Week 2,2019,3,3,,
Drew Lock,DL-1787,Denver Broncos,thumb sprain,thumb,upper body,High Severity,Preseason,2019,11,11,,
Dean Lowry,DL-2325,Green Bay Packers,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,0,1,,
Doug Martin,DM-0450,Oakland Raiders,shoulder sprain,shoulder,upper body,High Severity,Preseason,2019,16,16,,
Devante Mays,DM-0675,Jacksonville Jaguars,ankle sprain,ankle,lower body,High Severity,Preseason,2019,16,16,,
D.K. Metcalf,DM-2275,Seattle Seahawks,knee sprain,knee,lower body,Low Severity,Preseason,2019,0,1,Arthroscopic Knee Surgery,3-4 weeks
D.K. Metcalf,DM-2275,Seattle Seahawks,oblique strain,oblique,upper body,Low Severity,Preseason,2019,0,0,,
Donte Moncrief,DM-2775,Pittsburgh Steelers,finger fracture,finger,upper body,Low Severity,Preseason,2019,0,0,,
D.J. Montgomery,DM-2781,Cleveland Browns,hamstring strain,hamstring,lower body,High Severity,Preseason,2019,16,16,,
David Montgomery,DM-2787,Chicago Bears,ankle sprain,ankle,lower body,Low Severity,Week 11,2019,0,1,,
D.J. Moore,DM-2850,Carolina Panthers,concussion,head,upper body,Low Severity,Week 16,2019,1,1,,
Damontre Moore,DM-2950,San Francisco 49ers,forearm fracture,arm,upper body,High Severity,Week 12,2019,6,6,,
David Moore,DM-3050,Seattle Seahawks,shoulder fracture,shoulder,upper body,Medium Severity,Preseason,2019,2,3,,
David Morgan,DM-3550,Minnesota Vikings,cartilage damage,knee,lower body,High Severity,Preseason,2019,18,18,Arthroscopic Knee Surgery,6-9 months
David Njoku,DN-1225,Cleveland Browns,concussion,head,upper body,Medium Severity,Week 2,2019,3,4,,
David Njoku,DN-1225,Cleveland Browns,wrist fracture,wrist,upper body,High Severity,Week 2,2019,10,10,,
Dorian O'Daniel,DO-0012,Kansas City Chiefs,hamstring strain,hamstring,lower body,Low Severity,Week 4,2019,2,2,,
DeVante Parker,DP-0350,Miami Dolphins,concussion,head,upper body,Low Severity,Week 14,2019,0,1,,
Da'ron Payne,DP-0662,Washington Redskins,ankle sprain,ankle,lower body,Low Severity,Week 11,2019,1,2,,
Domata Peko,DP-0900,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 12,2019,0,1,,
Donald Penn,DP-1100,Washington Redskins,hamstring strain,hamstring,lower body,Low Severity,Week 6,2019,0,1,,
Denzel Perryman,DP-1250,Los Angeles Chargers,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,0,2,,
Denzel Perryman,DP-1250,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 9,2019,1,1,,
Dante Pettis,DP-1263,San Francisco 49ers,groin strain,groin,lower body,Low Severity,Week 1,2019,0,1,,
Dante Pettis,DP-1263,San Francisco 49ers,back strain,back,upper body,Low Severity,Week 11,2019,0,1,,
Dante Pettis,DP-1263,San Francisco 49ers,knee sprain,knee,lower body,Low Severity,Week 13,2019,2,2,,
Darius Phillips,DP-1266,Cincinnati Bengals,knee sprain,knee,lower body,Low Severity,Preseason,2019,0,0,,
Darius Phillips,DP-1266,Cincinnati Bengals,knee sprain,knee,lower body,High Severity,Week 3,2019,8,8,,
Dontari Poe,DP-1450,Carolina Panthers,quadriceps tear,quad,lower body,High Severity,Week 12,2019,5,5,Quadriceps Repair Surgery,4-6 months
Damarious Randall,DR-0450,Cleveland Browns,hamstring strain,hamstring,lower body,Low Severity,Week 6,2019,2,2,,
Damarious Randall,DR-0450,Cleveland Browns,concussion,head,upper body,Low Severity,Week 1,2019,2,2,,
Dalton Risner,DR-1756,Denver Broncos,ankle sprain,ankle,lower body,Low Severity,Week 12,2019,0,1,,
Darryl Roberts,DR-1950,New York Jets,calf strain,calf,lower body,Low Severity,Week 9,2019,3,4,,
Dominique Rodgers-Cromartie,DR-2800,Washington Redskins,ankle ligament tear,ankle,lower body,High Severity,Week 2,2019,14,14,Ankle Surgery,6-9 months
Daniel Ross,DR-3250,Dallas Cowboys,shoulder sprain,shoulder,upper body,High Severity,Preseason,2019,16,16,,
Drew Sample,DS-0050,Cincinnati Bengals,high ankle sprain,ankle,lower body,High Severity,Week 10,2019,7,7,,
Deebo Samuel,DS-0150,San Francisco 49ers,shoulder sprain,shoulder,upper body,Low Severity,Week 11,2019,0,1,,
Deebo Samuel,DS-0150,San Francisco 49ers,groin strain,groin,lower body,Low Severity,Week 6,2019,1,2,,
David Sharpe,DS-1550,Oakland Raiders,calf strain,calf,lower body,Medium Severity,Week 11,2019,3,3,,
Danny Shelton,DS-1850,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Week 10,2019,0,1,,
Danny Shelton,DS-1850,New England Patriots,shoulder sprain,shoulder,upper body,Low Severity,Week 14,2019,0,1,,
Darrius Shepherd,DS-1862,Green Bay Packers,hamstring strain,hamstring,lower body,Low Severity,Week 1,2019,2,3,,
